indice_tiempo,indice_precios_exportacion,var_mensual_porcentaje,var_anual_porcentaje,indice_precios_importacion,var_porcentaje_precio_1,var_porcentaje_precio_2,indice_terminos_intercambio,var_porcentaje_terminos_intercambio_1,var_porcentaje_terminos_intercambio_2
2000-01-01,84.0,4.089219330855021,12.600536193029498,100.2,2.9804727646454365,2.5588536335721557,83.83233532934129,1.076657094732436,9.79114157743497
2000-04-01,83.3,-0.8333333333333415,11.06666666666667,98.6,-1.5968063872255578,2.815432742440027,84.4827586206897,0.7758620689656048,8.025287356321954
2000-07-01,85.9,3.1212484993997647,12.434554973822,96.7,-1.926977687626763,0.41536863966771254,88.83143743536709,5.147415739822225,11.969468913950898
2000-10-01,86.9,1.1641443538998875,7.682775712515499,98.2,1.5511892450879028,0.9249743062692772,88.49287169042769,-0.3811328001820713,6.6958663628081005
2001-01-01,86.4,-0.5753739930955071,2.857142857142869,98.5,0.3054989816700493,-1.6966067864271461,87.71573604060909,-0.8781901129135461,4.632342277012302
2001-04-01,80.0,-7.407407407407418,-3.961584633853543,96.8,-1.7258883248731038,-1.8255578093306246,82.6446280991736,-5.7812978267522634,-2.175746331590478
2001-07-01,81.0,1.2499999999999956,-5.704307334109437,93.7,-3.2024793388429673,-3.1023784901758056,86.4461045891142,4.599786552828111,-2.68523499688772
2001-10-01,76.4,-5.679012345679002,-12.082853855005748,92.0,-1.8143009605122717,-6.313645621181263,83.04347826086959,-3.9361245303274006,-6.1580027017561045
2002-01-01,75.1,-1.7015706806282838,-13.07870370370372,94.4,2.60869565217392,-4.162436548223347,79.55508474576268,-4.200683290442875,-9.303520284055223
2002-04-01,75.5,0.5326231691078709,-5.625000000000002,88.3,-6.4618644067796716,-8.780991735537192,85.5039637599094,7.4776854718435315,3.459796149490302
2002-07-01,79.8,5.695364238410594,-1.4814814814814836,89.3,1.1325028312570762,-4.695837780149414,89.3617021276596,4.511765534733025,3.372734436564251
2002-10-01,81.0,1.5037593984962516,6.020942408376961,89.4,0.11198208286675726,-2.826086956521734,90.60402684563759,1.3902205177372728,9.104325520924817
2003-01-01,87.0,7.407407407407418,15.845539280958732,92.2,3.1319910514541416,-2.330508474576276,94.3600867678959,4.1455772475295305,18.609749545797282
2003-04-01,84.0,-3.4482758620689613,11.258278145695355,92.0,-0.2169197396963196,4.190260475651186,91.304347826087,-3.238380809595176,6.783760437662023
2003-07-01,85.4,1.666666666666683,7.017543859649145,91.9,-0.10869565217390686,2.911534154535289,92.92709466811749,1.7772941603191095,3.9898440333695495
2003-10-01,90.4,5.854800936768156,11.604938271604937,94.0,2.285092491838947,5.145413870246074,96.17021276595739,3.4899596392445664,6.143420015760359
2004-01-01,98.4,8.849557522123884,13.103448275862073,95.6,1.7021276595744705,3.6876355748373113,102.92887029288701,7.027807605435665,9.080940701197493
2004-04-01,102.5,4.166666666666652,22.023809523809533,99.1,3.661087866108792,7.717391304347809,103.43087790111,0.4877228388832977,13.281437701215658
2004-07-01,99.2,-3.219512195121943,16.159250585480088,101.7,2.623612512613538,10.663764961915124,97.5417895771878,-5.693742955128678,4.9659304700651274
2004-10-01,99.3,0.10080645161290036,9.845132743362829,102.5,0.7866273352999054,9.042553191489366,96.87804878048779,-0.6804681353265285,0.7360241744010843
2005-01-01,98.7,-0.6042296072507503,0.304878048780477,105.5,2.9268292682926855,10.355648535564853,93.5545023696682,-3.4306496184190127,-9.107617616460551
2005-04-01,101.8,3.1408308004052587,-0.6829268292682933,108.5,2.8436018957346043,9.485368314833508,93.8248847926267,0.28901059394248474,-9.287355288299448
2005-07-01,107.6,5.697445972495085,8.467741935483852,107.9,-0.552995391705069,6.09636184857425,99.7219647822057,6.285198220720245,2.2351191365959755
2005-10-01,109.9,2.1375464684014966,10.674723061430026,108.9,0.9267840593141896,6.243902439024396,100.918273645546,1.199644296974145,4.170423450840555
2006-01-01,111.0,1.0009099181073733,12.462006079027343,111.2,2.112029384756653,5.402843601895735,99.82014388489209,-1.0881376791192943,6.697316918501728
2006-04-01,112.9,1.7117117117117164,10.903732809430267,112.7,1.3489208633093552,3.8709677419354938,100.177462289264,0.35796222131672106,6.770674443861946
2006-07-01,117.1,3.7201062887511016,8.82899628252789,115.3,2.3070097604259043,6.858202038924932,101.56114483954902,1.381231385448367,1.8443078827820036
2006-10-01,119.7,2.220324508966698,8.917197452229297,115.3,0.0,5.876951331496771,103.816131830009,2.2203245089670087,2.871490048116665
2007-01-01,123.9,3.5087719298245723,11.621621621621635,116.2,0.7805724197745167,4.496402877697836,106.626506024096,2.7070688770111095,6.818625854770044
2007-04-01,123.3,-0.4842615012106588,9.211691762621776,119.9,3.184165232358005,6.388642413487133,102.835696413678,-3.5552225724824416,2.653525117993416
2007-07-01,128.6,4.2984590429845815,9.820666097352682,125.6,4.753961634695569,8.933217692974837,102.38853503184701,-0.43483089766045424,0.8146719826811255
2007-10-01,145.7,13.297045101088646,21.720969089390117,123.7,-1.5127388535031816,7.285342584562016,117.78496362166501,15.037258404985554,13.455357607167361
2008-01-01,166.2,14.070006863417994,34.14043583535107,126.8,2.5060630557801167,9.122203098106718,131.07255520504702,11.281229093097856,22.92680318665472
2008-04-01,166.4,0.1203369434416457,34.95539334955393,141.9,11.908517350157744,18.34862385321101,117.265680056378,-10.533765155542941,14.032076551173823
2008-07-01,174.4,4.807692307692313,35.614307931570764,146.5,3.241719520789288,16.640127388535042,119.044368600683,1.5168023103177886,16.267283796623655
2008-10-01,152.4,-12.614678899082566,4.598490048043935,131.9,-9.965870307167235,6.628940986257081,115.542077331312,-2.942004994053038,-1.904221236215986
2009-01-01,139.1,-8.727034120734912,-16.30565583634176,120.7,-8.491281273692197,-4.8107255520504655,115.244407622204,-0.2576288361636925,-12.075867108932014
2009-04-01,145.4,4.529115744069023,-12.620192307692301,122.9,1.822700911350461,-13.389711064129672,118.307567127746,2.6579680252977633,0.888484227326436
2009-07-01,150.1,3.232462173314987,-13.933486238532112,121.7,-0.9764035801464677,-16.92832764505119,123.33607230895602,4.250366483980139,3.6051295485206136
2009-10-01,154.0,2.5982678214523602,1.049868766404205,119.3,-1.9720624486442073,-9.552691432903726,129.086336965633,4.662273209311052,11.722361192696408
2010-01-01,158.5,2.922077922077926,13.946800862688713,122.7,2.849958088851645,1.6570008285004212,129.22099281244192,0.10431456184614163,12.12777737211872
2010-04-01,151.3,-4.542586750788635,4.057771664374155,129.7,5.704971475142617,5.532953620829928,116.72228639167388,-9.672349785231349,-1.3399656290458362
2010-07-01,155.8,2.974223397224063,3.7974683544304,127.6,-1.619121048573624,4.847986852917008,122.15208715801195,4.651897194780608,-0.9599666413717123
2010-10-01,171.0,9.756097560975597,11.038961038961048,126.4,-0.940438871473348,5.9513830678960655,135.2594670153487,10.730377320840589,4.782171525526513
2011-01-01,185.0,8.187134502923987,16.719242902208208,132.0,4.430379746835444,7.579462102689494,140.15419936184074,3.6187724633992557,8.460859424960333
2011-04-01,190.1,2.756756756756751,25.64441506939854,141.4,7.121212121212128,9.020817270624537,134.53784928816108,-4.007264926240084,15.263205894292732
2011-07-01,190.7,0.31562335612835835,22.400513478818972,139.0,-1.6973125884017004,8.934169278996862,137.3494502947381,2.089821579171347,12.441345449191822
2011-10-01,188.2,-1.3109596224436304,10.058479532163744,131.2,-5.611510791366914,3.7974683544303556,143.41785642602645,4.4182238212575164,6.031658700645304
2012-01-01,189.9,0.9032943676939409,2.648648648648644,130.4,-0.609756097560965,-1.2121212121212088,145.6069796661567,1.5263951746896876,3.8905579205931184
2012-04-01,193.7,2.0010531858873026,1.8937401367701279,144.5,10.81288343558282,2.192362093352185,134.10628670134193,-7.898448955663529,-0.3207741086263427
2012-07-01,195.4,0.8776458440888035,2.4646040901940225,132.3,-8.44290657439446,-4.820143884892081,147.8219729167807,10.227474455380282,7.6247284569174845
2012-10-01,193.4,-1.0235414534288667,2.763018065887368,127.8,-3.401360544217702,-2.591463414634143,151.33448023184755,2.3761740191657887,5.519970806357999
2013-01-01,194.3,0.46535677352637084,2.3170089520800463,137.8,7.824726134585291,5.674846625766872,141.08921689417656,-6.769946493340473,-3.1027103112353016
2013-04-01,194.4,0.05146680391148184,0.36138358286010863,147.9,7.329462989840341,2.352941176470602,131.40654987445168,-6.862797336941295,-2.013132190366751
2013-07-01,188.4,-3.0864197530864224,-3.5823950870010224,139.5,-5.679513184584184,5.442176870748283,135.25404802120275,2.927934833101564,-8.502068161851229
2013-10-01,184.3,-2.176220806794049,-4.705274043433294,138.0,-1.0752688172043001,7.9812206572769995,133.63753856232196,-1.1951653074571023,-11.693925695197493
2014-01-01,189.1,2.604449267498632,-2.6762738033968225,140.7,1.9565217391304346,2.1044992743105784,134.48710402540962,0.6357236688338652,-4.67938869752097
